Date,BEAI2,BRLI4,CMMI4,COPI2,DBQI4,FAII4,GGYM7,HAVI2,HNNM7,HNYI2,IL03,IL03_Tail,IL04,IL04_Tail,IL05,IL05_Tail,IL06,IL06_Tail,IL07,IL07_Tail,IL08,IL08_Tail,KHBI2,KNGI2,LSLI2,MI11,MI11_Tail,MI12,MI12_Tail,MI13,MI13_Tail,MI14,MI14_Tail,MI15,MI15_Tail,MI16,MI16_Tail,MI17,MI17_Tail,MI18,MI18_Tail,MI19,MI19_Tail,MI20,MI20_Tail,MI21,MI21_Tail,MI22,MI22_Tail,MORI2,MUSI4,PIAI2,UINI2,05552500,05527500,05585000,05446500,05583000,05570000,05555300
02Jun2011,441.42,527.69,577.82,446.61,599.33,549.02,488.57,444.8,468.09,451.22,538.72,505.29,504.66,492.02,483.15,463.3,458.9,454.22,449.16,449.16,439.27,439.27,537.53,447.55,453.34,602.86,599.97,593.32,592.91,583.3,581,572.13,565.68,561.1,555.6,547.16,546.77,541.73,541.48,530.21,529.75,518.19,492.45,484.48,483.8,476.15,475.35,464.29,463.82,489.81,545.51,450.43,476.89,471.8499998,514.93,445.57,575.08,466.48,482.58,528.63
03Jun2011,441.95,528.07,577.79,446.62,599.35,548.93,490.02,444.86,469.28,450.89,538.79,505.33,504.9,491.04,483.35,462.51,458.93,453.16,449.09,449.09,439.96,439.96,537.5,447.57,452.68,602.88,599.97,593.33,592.92,583.25,580.97,572.03,565.64,560.97,555.48,547.09,546.7,541.64,541.41,530.48,530.02,518.22,494.12,485.73,484.93,477.41,476.76,465.36,464.88,488.77,545.39,450.18,478.19,471.3600001,514.66,446.19,574.52,466.24,481.81,528.01
04Jun2011,442.09,527.83,577.78,446.46,599.22,548.7,489.68,444.85,469.96,450.42,538.77,505.38,504.98,489.81,483.19,461.88,458.96,452.51,448.73,448.73,440.29,440.29,537.27,447.35,452.04,603.08,599.85,593.27,592.86,583.26,580.98,571.95,565.6,560.9,555.28,546.82,546.41,541.33,541.1,530.21,529.77,518.07,493.48,485.65,484.93,477.84,477.17,466.18,465.76,487.8,545.04,449.82,478.57,470.7500004,514.48,444.92,574.17,465.75,481.78,527.58
05Jun2011,442.22,527.45,577.76,446.42,599.23,548.53,488.93,444.79,469.4,449.95,538.78,504.87,504.62,489.24,483.21,461.49,458.93,451.79,448.4,448.4,440.39,440.39,536.99,447.14,451.4,603.08,599.82,593.25,592.84,583.22,580.93,571.93,565.57,560.83,555.18,546.59,546.17,541.03,540.78,529.82,529.35,518.11,492.68,484.91,484.24,477.07,476.38,465.73,465.28,487.45,544.8,449.41,477.79,470.2199997,514.43,446.83,573.42,465.10,480.11,527.24
06Jun2011,442.21,527.22,577.69,446.06,599.17,548.32,488.42,444.62,468.61,449.53,538.71,505.27,504.97,489.51,483.27,461.35,458.96,451.3,448.01,448.01,440.63,440.63,536.88,446.86,450.92,602.95,599.74,593.2,592.79,583.1,580.88,571.79,565.51,560.82,555,546.39,545.97,540.88,540.64,529.64,529.16,518.15,492.14,484.42,483.74,476.23,475.56,464.98,464.49,487.4,544.62,449.02,477.06,469.9500002,514.39,447.33,572.89,463.72,480.45,527.12
07Jun2011,441.95,526.83,577.59,445.82,598.96,548.04,487.54,444.41,467.73,449.05,538.84,505.21,504.91,488.67,483.45,460.93,458.95,450.8,447.61,447.61,440.48,440.48,536.52,446.56,450.39,603.33,599.57,593.02,592.61,583.11,580.73,571.84,565.44,560.85,554.76,546.02,545.59,540.42,540.19,529.22,528.74,518.14,491.28,483.55,482.89,475.3,474.57,464.06,463.61,486.81,544.28,448.52,476.08,469.7200002,514.25,446.15,572.09,462.72,480.28,527.05
08Jun2011,441.58,526.42,577.47,445.41,598.96,547.78,486.92,444.07,466.78,448.56,538.87,505.11,505.04,487.52,483.41,460.27,458.9,449.98,447.21,447.21,440.17,440.17,536.2,446.17,449.79,603.32,599.59,592.99,592.59,582.95,580.62,571.68,565.36,560.85,554.52,545.72,545.27,540.05,539.84,528.77,528.32,518.04,490.67,482.8,482.14,474.28,473.57,463.1,462.62,485.92,543.9,448.09,475.14,469.4900002,514.10,443.67,572.15,461.91,478.68,526.79
09Jun2011,441.13,526.1,577.62,445.12,598.94,547.65,486.26,443.67,466.06,448.13,538.86,506.17,504.96,489.7,483.46,460.9,458.96,449.73,446.77,446.77,439.73,439.73,535.95,445.75,449.99,603.32,599.55,593.05,592.65,583.04,580.7,572.2,565.52,561.09,554.49,545.52,545.06,539.82,539.55,528.42,527.95,518.18,490.01,482.1,481.44,473.5,472.73,462.32,461.8,487.12,543.66,447.67,474.37,472.5400004,514.44,442.01,572.53,461.24,477.87,526.84
10Jun2011,440.64,525.99,577.59,444.73,598.95,547.91,486.25,443.17,465.49,448.56,538.54,508.84,504.85,498.1,483.14,466.87,458.89,454.88,446.47,446.47,439.21,439.21,536.12,445.41,453.47,603.21,599.57,593.08,592.66,583.01,580.66,572.03,565.42,560.84,554.78,545.86,545.39,540.08,539.84,528.35,527.88,518.15,489.99,482.03,481.36,473.11,472.32,461.67,461.13,494.49,543.97,447.47,473.98,475.2900004,515.75,441.76,574.46,460.62,477.51,526.96
11Jun2011,440.51,526.43,577.61,444.71,598.95,548.23,486.63,443.12,465.78,449.57,539.02,505.97,504.98,496.14,483.14,467.13,458.62,456.29,446.72,446.72,438.95,438.95,536.7,445.45,454.37,603.04,599.54,593.09,592.68,583.05,580.7,572.1,565.51,561.02,555.04,546.23,545.79,540.76,540.53,528.91,528.41,518.27,490.61,482.39,481.71,473.49,472.73,461.91,461.39,494.23,544.41,447.91,474.32,473.8700003,515.26,445.51,574.70,461.05,477.62,527.14
12Jun2011,440.24,526.94,577.63,444.99,598.71,548.43,487.6,443.19,466.66,450.14,538.66,505.52,504.71,492.93,483.13,464.35,458.82,454.51,447.35,447.35,438.71,438.71,537,445.84,453.03,602.82,599.29,592.94,592.56,583.08,580.72,572.16,565.52,561.06,555.1,546.52,546.07,541.1,540.88,529.4,528.91,518.22,491.48,483.44,482.73,474.61,473.83,462.74,462.25,490.87,544.74,448.71,475.46,472.4299998,514.73,445.06,574.65,460.87,477.17,526.88
13Jun2011,440.01,527.1,577.56,445.11,598.3,548.42,487.36,443.24,466.85,449.77,538.94,505.26,504.68,490.61,483.18,462.59,458.94,452.67,447.61,447.61,438.46,438.46,536.96,446.08,451.82,602.99,598.89,592.64,592.25,582.85,580.59,572.06,565.45,560.99,555.05,546.51,546.09,541.03,540.8,529.51,529.03,518.2,491.27,483.22,482.52,474.55,473.82,463.07,462.54,488.72,544.7,448.92,475.4,471.4,514.39,442.16,574.32,461.44,476.70,526.56
14Jun2011,440.3,527.11,577.26,445.13,597.98,548.18,488.85,443.28,467.36,449.36,538.78,505.02,504.73,488.96,483.18,461.55,458.81,451.52,447.46,447.46,438.51,438.51,536.91,446.02,450.86,603.03,598.53,592.29,591.95,582.77,580.22,571.93,565.17,560.83,554.66,546.25,545.84,540.91,540.69,529.51,529.03,518.25,492.98,484.41,483.75,475.45,474.68,463.51,463.02,487.27,544.51,448.64,476.37,470.7999997,514.13,448.54,574.02,461.61,476.62,526.33
15Jun2011,440.77,527.37,576.85,445.14,597.69,547.91,492.51,443.48,469.99,449.04,538.88,505.51,505.05,489.46,483.39,461.36,458.79,450.99,447.33,447.33,438.9,438.9,536.86,446.07,450.6,603.15,598.23,592.01,591.68,582.91,579.78,571.76,564.93,560.77,554.32,545.98,545.58,540.79,540.58,529.71,529.26,518.22,496.42,487.97,487.12,478.89,478.09,465.96,465.48,487.42,544.26,448.26,479.77,470.65,514.07,452.07,573.62,462.35,482.29,526.48
16Jun2011,441.19,527.5,576.84,445.2,597.63,547.6,493.11,443.64,472.59,448.64,538.79,505.1,504.71,489.76,483.41,461.82,458.92,450.82,447.03,447.03,439.73,439.73,536.91,445.85,450.56,603.04,598.15,591.92,591.59,582.91,579.78,571.84,564.95,561,554.07,545.65,545.27,540.78,540.58,529.82,529.39,517.96,496.45,489.1,488.38,481.23,480.45,468.64,468.11,487.89,543.98,448.07,482.06,470.7400002,514.40,452.14,573.40,463.79,485.51,528.69
17Jun2011,441.22,527.41,576.52,445.13,597.38,547.35,490.86,443.72,472.63,448.51,538.85,505.3,504.82,490.04,483.41,461.76,458.93,450.96,446.82,446.82,439.49,439.49,536.72,445.72,450.5,602.81,597.9,592.1,591.28,583.11,579.38,571.65,564.7,560.8,553.73,545.42,544.99,540.52,540.32,529.69,529.26,518.18,493.91,487.29,486.65,480.39,479.7,469.01,468.55,488.01,543.73,447.8,481.13,470.48,514.46,452.04,572.81,464.28,483.63,529.14
18Jun2011,441.38,527.13,576.26,445.02,597.01,546.88,489.2,443.66,470.83,448.25,538.84,505.17,504.99,489.25,483.47,461.16,458.74,450.57,446.65,446.65,439.73,439.73,536.16,445.61,450.07,602.71,597.49,592.03,590.93,583.27,578.99,571.78,564.41,560.71,553.33,544.82,544.42,539.82,539.62,529.27,528.83,518.21,492.58,485.51,484.76,478.19,477.51,467.35,466.91,487.33,543.16,447.63,478.99,470.1199998,514.31,454.22,573.01,464.56,480.13,528.01
19Jun2011,441.79,526.67,575.98,444.83,596.67,546.55,488.65,443.59,469.24,447.96,538.72,504.92,504.86,487.9,483.32,460.72,458.83,449.84,446.45,446.45,440.27,440.27,535.63,445.44,449.52,602.75,597.11,592.05,590.49,583.23,578.64,571.6,564.41,560.99,553.11,544.36,543.95,539.23,539.03,528.68,528.27,518.32,492.18,484.77,484.01,476.75,476.05,465.73,465.27,486.35,542.66,447.44,477.6,469.9,514.13,455.91,572.28,465.42,479.14,527.25
20Jun2011,441.9,526.24,575.75,444.76,596.66,546.12,488.23,443.65,468.62,447.98,539.04,505.15,504.85,488.18,483.4,461.45,459.04,450.87,446.23,446.23,440.5,440.5,535.26,445.3,450.63,602.7,597.09,592.18,590.34,583.09,578.43,571.57,564.15,560.91,552.62,544.01,543.33,538.78,538.56,528.22,527.83,518.29,491.77,484.19,483.48,476.24,475.58,464.9,464.48,486.54,542.02,447.07,477.01,470.65,514.65,455.51,572.00,466.81,480.91,527.73
21Jun2011,441.95,526.4,575.74,444.79,596.73,546.09,489.84,443.71,468.55,448.31,539.01,505.21,504.7,492.18,483.21,463.05,458.89,451.6,446.28,446.28,440.51,440.51,535.23,445.33,450.96,602.86,597.17,592.21,590.34,582.93,578.38,571.82,564.15,561.14,552.55,543.95,543.22,538.63,538.43,528.3,527.91,518.26,493.55,485.47,484.67,476.67,475.96,464.74,464.3,489.84,541.9,447.21,477.59,470.7199997,515.04,454.53,571.88,468.37,481.37,528.09
22Jun2011,441.94,526.17,575.68,445.05,596.98,546.12,488.97,443.88,469.37,448.79,538.98,505.04,504.81,490.55,483.14,462.85,458.83,452.98,446.54,446.54,440.49,440.49,535.31,445.55,451.88,603.01,597.47,591.93,590.66,582.88,578.36,571.66,564.09,560.91,552.51,544.01,543.28,538.74,538.55,528.17,527.78,518.17,492.25,485.12,484.33,477.29,476.61,465.57,465.09,488.67,541.98,447.47,478.32,471.5300002,514.54,453.52,571.67,468.82,481.60,533.29
23Jun2011,441.96,525.79,575.9,445.39,597.13,546.02,487.57,444.04,468.42,448.99,538.96,505.16,504.91,489.61,483.29,461.68,458.85,451.97,446.93,446.93,440.29,440.29,535.17,445.9,451.19,602.98,597.62,591.97,590.84,583.11,578.64,571.88,564.22,561.06,552.53,543.81,543.12,538.6,538.38,527.85,527.47,518.19,490.91,483.7,483.04,475.86,475.18,464.81,464.43,487.83,541.86,447.92,476.59,470.7199997,514.21,452.77,571.84,467.98,480.48,531.14
24Jun2011,441.96,525.37,576.21,445.36,597.22,546.09,486.43,444.11,466.85,448.75,538.63,504.88,504.72,488.09,483.43,460.78,458.84,450.86,447.16,447.16,440.24,440.24,535.01,446.1,450.3,602.74,597.72,591.95,590.99,583.03,578.97,572.14,564.3,560.82,552.79,543.69,543.32,538.61,538.35,527.97,527.1,518.18,489.85,482.41,481.71,474.25,473.45,463.27,462.77,486.53,542,448.13,474.94,470.3200001,514.00,452.28,571.55,466.42,478.88,528.51
25Jun2011,441.89,525.23,576.28,445.3,597.26,546.16,485.78,444,465.55,448.34,538.72,505.01,504.98,487.31,483.43,460.34,458.86,450.04,446.96,446.96,440.21,440.21,535,445.95,449.67,602.87,597.77,591.95,591.01,582.84,579.08,572.07,564.4,560.88,552.89,543.78,543.4,538.6,538.33,527.86,527,518.3,489.23,481.62,480.89,472.95,472.15,461.82,461.3,485.88,542.04,447.85,473.76,470.2000002,513.84,452.06,571.64,465.11,477.89,527.73
26Jun2011,442.15,525.19,576.21,444.99,597.63,546.15,486.02,443.84,465.93,447.95,539.01,504.94,504.83,487.45,483.29,460.52,458.97,449.58,446.64,446.64,440.83,440.83,535,445.69,449.32,602.99,598.16,592,591.29,582.82,579.02,571.86,564.44,560.95,552.88,543.82,543.42,538.57,538.33,527.83,526.98,518.21,489.5,482.21,481.52,473.77,472.98,462,461.43,485.93,542.09,447.5,474.54,470.1100001,513.70,453.57,571.60,464.20,477.49,527.25
27Jun2011,442.43,525.72,576.26,445.12,597.95,546.14,487.51,444.07,466.74,447.68,539.08,504.68,504.71,486.27,483.41,459.85,458.88,449.07,446.4,446.4,441.07,441.07,535.06,445.54,448.75,603.26,598.51,592.28,591.54,582.97,579.1,571.87,564.46,561.01,552.86,543.79,543.42,538.64,538.39,528.17,527.41,518.58,491.57,483.33,482.58,474.84,474.16,462.79,462.26,485.09,542.1,447.23,475.59,469.9700002,513.57,455.01,571.48,465.98,483.33,526.97
28Jun2011,442.65,525.78,576.8,445.09,598.46,546.37,489.57,444.2,469.33,447.22,538.57,504.77,504.8,485.92,483.37,459.73,458.9,448.46,446.23,446.23,441.42,441.42,535.12,445.5,448.23,603.18,599.08,592.49,592.1,582.79,579.73,572.21,564.82,561.11,553.26,544.03,543.54,538.73,538.48,527.96,527.42,518.23,492.85,485.77,485.02,477.8,477.11,465.36,464.85,484.84,542.25,447.04,478.59,469.8299999,513.47,455.04,571.28,467.06,485.27,526.92
29Jun2011,442.51,525.61,577,444.97,598.92,546.61,488.59,444.14,469.92,446.89,538.88,504.71,504.71,486.15,483.38,459.9,458.96,448.25,445.95,445.95,441.23,441.23,535.31,445.33,447.94,603.11,599.56,592.84,592.45,583.02,579.96,572.24,564.96,561.13,553.46,544.33,543.84,538.98,538.74,527.87,527.34,518.2,491.6,484.89,484.19,477.74,477.14,466.17,465.7,484.98,542.59,446.52,478.47,469.65,513.36,454.03,571.28,466.46,481.81,526.79
30Jun2011,442.2,525.5,577.43,444.65,599.46,546.94,487.47,443.81,469.3,446.63,538.7,504.64,504.63,485.53,483.36,459.75,458.96,447.83,445.59,445.59,440.92,440.92,535.4,445.04,447.51,602.93,600.1,593.29,592.88,582.78,580.51,572.3,565.29,561.05,554.01,544.71,544.21,539.14,538.89,527.84,527.29,518.3,490.6,483.86,483.17,476.91,476.3,465.65,465.17,484.65,542.89,446.22,477.7,469.5300002,513.24,453.84,571.07,465.87,478.49,526.50
01Jul2011,441.78,525.54,577.53,444.28,599.66,547.15,486.82,443.37,468.02,446.32,538.8,505.11,504.98,486.29,483.43,459.6,458.97,447.05,445.13,445.13,440.48,440.48,535.54,444.58,447.3,603.14,600.3,593.51,593.08,583.06,580.67,572.15,565.39,561.09,554.12,544.97,544.47,539.33,539.08,527.94,527.4,518.12,490.15,482.97,482.26,475.31,474.66,464.45,464.02,484.89,543.16,445.74,476.17,469.3400001,513.18,453.72,570.78,465.04,477.52,526.26
02Jul2011,441.3,525.59,577.78,443.8,599.86,547.37,486.33,442.96,466.31,445.96,538.93,505.07,505.03,485.8,483.47,459.55,459.02,446.83,444.83,444.83,440.03,440.03,535.6,444.23,446.82,603.61,600.51,593.72,593.28,583.2,581.03,572.11,565.64,561.16,554.39,545.18,544.66,539.41,539.16,527.86,527.44,518.22,489.89,482.28,481.52,473.76,473.01,462.67,462.18,484.64,543.35,445.47,474.57,469.1300001,513.42,453.31,570.58,463.75,476.92,526.10
03Jul2011,440.79,525.6,578,443.47,599.92,547.53,486.2,442.58,465.64,445.46,539,504.79,504.86,486.05,483.45,459.53,458.92,446.4,444.52,444.52,439.58,439.57,535.66,443.88,446.52,603.46,600.59,593.85,593.42,583.3,581.31,572.04,565.82,561.09,554.68,545.38,544.84,539.49,539.24,527.9,527.46,518.26,489.8,482.08,481.3,473.27,472.43,461.84,461.32,484.76,543.5,445.14,474.19,468.98,513.62,451.62,570.71,462.51,476.44,525.99
04Jul2011,440.17,525.64,577.95,443.13,599.68,547.76,486.18,442.09,465.39,445.15,538.89,505.07,505.1,486.4,483.47,459.61,458.98,446.11,444.1,444.1,438.92,438.92,535.76,443.47,446.05,603.09,600.39,593.8,593.38,583.35,581.37,571.97,565.77,561.1,554.67,545.6,545.05,539.68,539.42,528.01,527.54,518.29,489.77,482.01,481.21,473.03,472.2,461.51,460.96,484.65,543.71,444.75,474.06,468.7800002,513.53,443.83,570.57,461.55,476.06,525.89
05Jul2011,439.4,525.68,577.92,442.8,599.26,547.75,486.13,441.6,465.23,444.74,538.86,504.73,504.82,485.48,483.43,459.64,458.99,445.77,443.67,443.67,438.27,438.27,535.77,443.04,445.63,603.07,599.89,593.47,593.05,583.29,581.26,571.78,565.83,561.15,554.73,545.61,545.09,539.66,539.41,528.01,527.55,518.29,489.81,481.97,481.18,473.01,472.15,461.36,460.83,484.47,543.74,444.33,473.83,468.67,513.45,441.46,570.66,460.71,475.71,525.78
06Jul2011,438.77,525.65,577.82,442.17,598.94,547.59,486.1,441.12,465.23,444.37,538.67,504.67,504.75,485.45,483.46,459.49,458.92,445.32,443.23,443.23,437.58,437.58,535.7,442.56,445.23,602.99,599.55,593.19,592.77,583.03,581.08,571.95,565.68,561.08,554.54,545.46,544.93,539.55,539.29,527.97,527.52,518.29,489.77,481.95,481.15,472.95,472.1,461.32,460.77,484.61,543.58,443.9,473.83,468.6199998,513.34,440.69,570.53,460.15,475.39,525.67
07Jul2011,438.08,525.53,577.47,441.72,598.52,547.36,486.08,440.63,465.19,443.86,538.74,504.96,504.96,485.34,483.41,459.34,458.83,444.69,442.75,442.75,436.88,436.88,535.57,442.1,444.58,603.2,599.1,592.81,592.39,582.89,580.62,571.74,565.41,560.98,554.25,545.22,544.68,539.35,539.08,527.81,527.39,518.3,489.7,481.89,481.11,472.89,472.07,461.31,460.79,484.35,543.37,443.43,473.82,468.5700001,513.25,440.35,570.37,459.73,475.15,525.57
08Jul2011,437.55,525.25,577.05,441.3,598.37,546.89,485.86,440.29,465.11,443.45,538.78,504.65,504.79,485.02,483.39,459.36,458.97,444.4,442.24,442.24,436.21,436.21,535.26,441.61,444.45,602.93,598.96,592.62,592.22,583.1,580.15,571.62,565.17,561.1,553.72,544.68,544.17,538.97,538.68,527.83,527.17,518.21,489.43,481.62,480.89,472.75,471.89,461.26,460.71,484.27,542.88,442.93,473.57,468.5199999,513.16,440.16,570.27,459.63,475.12,525.50
09Jul2011,436.97,524.83,576.95,440.73,598,546.58,485.57,439.74,464.82,443.04,538.72,504.71,504.73,485.32,483.45,459.42,458.91,444.12,441.76,441.76,435.57,435.57,534.94,441.14,443.95,602.99,598.58,592.29,591.92,583.07,579.97,571.89,564.99,560.99,553.43,544.3,543.8,538.56,538.28,527.96,526.71,518.16,488.93,481.34,480.58,472.4,471.52,460.96,460.45,484.47,542.47,442.44,473.19,468.3699998,513.04,439.69,570.21,459.71,474.93,525.42
10Jul2011,436.36,524.59,576.62,440.14,597.61,546.42,485.09,439.2,464.33,442.6,538.75,504.94,505.01,484.67,483.51,459.1,458.87,443.42,441.23,441.23,434.92,434.92,534.78,440.59,443.27,603.22,598.16,591.92,591.58,583.01,579.55,571.83,564.76,560.97,553.18,544.08,543.59,538.32,538.05,527.89,526.43,518.23,488.6,480.88,480.11,471.8,470.95,460.42,459.91,484.04,542.25,441.91,472.65,468.23,512.93,439.29,570.14,459.78,474.63,525.32
11Jul2011,435.75,524.35,576.47,439.75,597.55,546.06,484.9,438.72,464.08,442.13,538.66,505.28,504.9,485.51,483.44,459.38,458.98,443.02,440.69,440.69,434.26,434.26,534.49,440.11,443.21,603.33,598.09,592.09,591.36,582.9,579.42,571.62,564.71,561.09,552.97,543.64,543.17,537.92,537.68,527.87,526.16,518.21,488.37,480.65,479.86,471.58,470.71,460.13,459.65,484.22,541.83,441.38,472.38,468.1399998,512.83,438.95,570.05,459.76,474.44,525.24
12Jul2011,435.15,524.11,576.39,439.26,597.53,545.88,484.64,438.2,463.77,441.61,538.63,504.9,504.9,485.4,483.43,459.23,458.92,442.23,440.31,440.31,433.61,433.61,534.23,439.63,442.85,603.09,598.07,592.04,591.34,582.88,579.24,571.91,564.53,560.97,552.73,543.5,542.83,537.64,537.35,527.71,525.92,518.27,488.06,480.35,479.55,471.21,470.33,459.79,459.32,484.45,541.56,440.99,472.01,468.2600002,512.77,438.65,570.02,459.52,474.25,525.15
13Jul2011,434.45,523.78,576.27,438.61,597.24,545.82,484.34,437.57,463.62,441,539.22,504.88,504.91,484.93,483.42,459.36,458.93,442.12,439.78,439.78,432.92,432.92,534.06,439.05,442.37,603.01,597.73,591.9,591.1,583.02,579.05,572.02,564.39,560.96,552.59,543.51,542.68,537.42,537.11,527.9,525.59,518.27,487.61,480.08,479.33,471.05,470.14,459.65,459.17,484.23,541.3,440.48,471.88,468.19,512.70,438.42,570.02,459.15,474.16,525.07
14Jul2011,433.7,523.6,576.06,438.03,597.05,545.78,484.04,437.01,463.2,440.71,539.1,504.65,504.68,484.87,483.45,459.25,458.94,441.77,439.14,439.14,432.17,432.17,533.83,438.46,441.75,603.01,597.53,591.92,590.84,583.04,578.79,572.02,564.28,561.01,552.34,543.69,542.43,537.13,536.84,527.8,525.34,518.34,487.52,479.82,479.05,470.61,469.68,459.17,458.73,484.15,541.06,439.89,471.31,468.0999998,512.62,438.43,569.81,458.78,473.99,524.98
15Jul2011,432.9,523.39,575.83,437.15,596.98,545.67,483.62,436.38,463.29,440.17,538.78,504.93,504.99,484.6,483.48,459.09,458.9,441.08,438.53,438.49,431.39,431.39,533.66,437.83,441.16,602.98,597.46,591.97,590.68,583.07,578.54,571.84,564.13,560.88,552.16,543.61,542.22,536.91,536.61,527.85,525.11,518.26,487.18,479.46,478.79,470.54,469.51,459.6,458.58,484.01,540.86,439.15,471.28,468.0599999,512.56,438.33,569.87,458.37,473.81,524.91
16Jul2011,431.65,523.16,575.73,434.88,596.8,545.66,483.52,434.39,462.97,440.1,538.64,504.61,504.65,484.52,483.48,459.09,458.9,440.97,439.56,435.54,430.28,430.28,533.43,435.49,441.04,602.93,597.27,592.09,590.48,583.02,578.4,571.9,564.02,560.96,552.07,543.8,541.93,536.59,536.3,527.88,524.85,518.14,487.08,479.38,478.72,470.95,469.29,459.27,458.18,483.96,540.6,439.77,471.58,467.9999999,512.50,437.99,569.81,458.04,473.64,524.83
17Jul2011,430.2,523.02,575.65,433.26,596.58,545.7,483.05,432.78,462.77,440.16,539.01,504.95,504.96,484.54,483.49,459.16,458.86,440.45,439.79,433.77,428.93,428.93,533.28,433.62,441.16,602.89,597.02,592.08,590.25,582.92,578.24,572.07,563.96,561.02,551.84,544.01,541.72,536.39,536.11,527.8,524.67,518.4,486.58,478.91,478.27,470.47,468.92,459.2,457.95,484.06,540.35,440.02,471.09,467.96,512.47,437.77,569.59,457.88,473.49,524.79
18Jul2011,430.12,522.83,575.47,432.36,596.38,545.9,483.15,431.94,462.72,440.4,538.92,504.73,504.77,484.41,483.34,459.13,458.9,440.98,439.82,432.73,429.39,426.14,533.12,432.48,441.1,602.8,596.8,592.02,590.02,582.93,577.98,571.99,563.78,560.85,551.71,544.5,541.49,536.14,535.85,527.84,524.48,518.2,486.77,478.97,478.33,470.3,468.79,459.36,457.64,483.74,540.11,440.03,471.09,467.8699998,512.44,437.60,569.38,457.65,473.34,524.75
19Jul2011,429.96,522.64,575.36,431.88,596.34,545.93,482.49,431.43,462.54,440.42,538.84,504.8,504.83,484.08,483.39,458.93,458.85,440.87,439.97,432.32,429.11,424.9,532.94,432.02,440.99,602.59,596.73,591.94,589.96,582.96,577.85,572.01,563.75,561.01,551.47,544.67,541.19,535.85,535.59,528.09,524.21,518.41,485.95,478.37,477.75,469.8,468.43,459.24,457.55,483.72,539.82,440.23,470.48,467.8699998,512.40,437.43,569.24,457.47,473.21,524.72
20Jul2011,429.93,522.54,575.21,431.7,596.21,545.83,482.71,431.22,462.42,440.61,538.76,504.58,504.73,484.48,483.47,459.11,458.9,441.26,440.08,432.11,429.13,424.3,532.85,431.75,441.26,602.64,596.62,591.84,589.83,583.02,577.7,571.94,563.6,560.83,551.41,544.62,541.15,535.75,535.51,527.89,524.11,518.23,486.26,478.54,477.92,469.94,468.32,459.33,457.15,483.96,539.76,440.29,470.55,467.7699999,512.34,437.29,569.26,457.32,473.08,524.67
21Jul2011,429.99,522.52,575.14,431.58,596.29,545.69,482.42,431.11,462.37,440.69,538.61,504.88,504.96,484.88,483.16,459.36,458.86,441.08,440.07,432.02,429.32,423.5,532.88,431.63,441.67,602.98,596.72,591.87,589.84,582.97,577.62,571.82,563.59,560.82,551.33,544.47,541.07,535.78,535.54,527.86,524.07,518.29,485.99,478.29,477.67,469.97,468.14,459.43,456.99,484.12,539.72,440.32,470.54,467.7600002,512.29,437.14,569.14,457.17,472.95,524.63
22Jul2011,429.98,522.57,575.24,431.48,596.84,545.8,482.64,430.95,462.39,440.59,538.6,504.93,504.98,485.37,483.4,459.4,458.99,441,440.26,431.98,429.36,423.18,533.02,431.56,441.47,603.35,597.24,592.22,590.17,582.99,577.79,572.01,563.69,561,551.33,544.71,541,535.95,535.64,528.03,524.15,518.12,486.23,478.49,477.85,470.12,468.24,459.42,457.02,484.44,539.69,440.48,470.71,467.6399998,512.25,437.02,569.16,457.04,472.82,524.55
23Jul2011,429.89,522.73,575.77,431.54,597.27,545.91,482.72,430.95,462.47,440.8,538.98,506.77,504.99,486.83,483.46,459.46,458.98,441.59,440.37,431.89,429.39,422.92,533.22,431.49,442.48,603.35,597.77,592.35,590.95,583.41,578.44,572.1,564.1,561.11,551.75,544.64,541.41,536.25,536.01,527.9,524.35,518.29,486.33,478.55,477.91,469.93,468.33,459.4,457.17,484.85,540.04,440.58,470.55,468.2899999,512.22,436.90,569.93,456.92,472.68,524.51
24Jul2011,430.05,523.12,576.67,433.01,597.42,546.41,482.99,431.75,462.57,441.85,538.87,507.01,504.77,489.48,483.37,460.86,459.03,444.99,440.15,433.39,429.45,422.76,533.81,432.59,445.21,603.33,597.93,592.41,591.29,583.17,579.53,572.32,564.8,561.08,553.06,544.7,542.59,537.1,536.82,528.05,524.84,518.27,486.61,478.85,478.18,470.09,468.66,459.15,457.46,487.07,541.15,440.56,470.74,470.9500002,512.46,436.80,571.72,456.86,472.63,524.67
25Jul2011,430.46,524.1,577.01,434.06,597.53,546.52,483.8,432.79,462.92,442.53,538.96,505.91,504.75,488.46,483.46,460.75,458.9,446.41,440.6,435.35,429.42,424.58,534.76,434.41,445.42,603.12,598.07,592.29,591.59,582.9,579.89,572.23,565.04,561.04,553.57,544.17,543.67,538.3,538.05,527.96,526.06,518.37,487.71,479.5,478.83,470.24,469.2,459.37,457.85,486.62,542.28,441.12,470.95,471.1200003,512.75,437.27,572.76,456.95,472.66,524.67
26Jul2011,430.53,524.38,576.92,434.82,597.48,546.74,484.61,433.36,463.59,442.83,538.76,506.01,504.71,488.84,483.29,461.11,458.96,446.49,441.01,436.23,429.67,425.28,534.95,435.2,445.84,603.1,597.98,592.15,591.47,582.68,579.78,572.1,564.97,560.99,553.7,544.47,543.97,538.61,538.32,527.8,526.34,518.33,488.43,480.43,479.7,471.39,470.2,459.57,458.83,487.13,542.58,441.66,472.07,470.6699995,512.84,439.29,572.02,456.99,472.80,524.90
