Date,BEAI2,BRLI4,CMMI4,COPI2,DBQI4,FAII4,GGYM7,HAVI2,HNNM7,HNYI2,IL03,IL03_Tail,IL04,IL04_Tail,IL05,IL05_Tail,IL06,IL06_Tail,IL07,IL07_Tail,IL08,IL08_Tail,KHBI2,KNGI2,LSLI2,MI11,MI11_Tail,MI12,MI12_Tail,MI13,MI13_Tail,MI14,MI14_Tail,MI15,MI15_Tail,MI16,MI16_Tail,MI17,MI17_Tail,MI18,MI18_Tail,MI19,MI19_Tail,MI20,MI20_Tail,MI21,MI21_Tail,MI22,MI22_Tail,MORI2,MUSI4,PIAI2,UINI2,05552500,05527500,05585000,05446500,05583000,05570000,05555300
25Aug2006,429.47,519.01,572.1,430.56,592.5,545.21,480.5,430,459.62,440.64,538.65,505.59,505.04,484.38,483.41,459.11,458.86,441.15,440.08,431.17,429.14,420.68,528.49,430.66,441.21,602.98,592.45,591.93,583.56,582.83,572.61,571.91,561.45,561.21,545.66,545.16,536.53,535.81,529.04,527.96,519.38,518.33,480.66,480.49,470.99,470.42,460.41,459.48,449.99,484.05,536.23,440.2,470.41,467.2200002,512.04,434.53,567.58,456.36,470.66,524.29
26Aug2006,429.69,519.01,572.44,430.78,593.07,545.22,480.41,430.22,460,441.11,539.01,504.86,504.83,483.63,483.32,459.4,458.94,441.61,440.32,431.41,429.4,420.27,528.48,430.89,441.55,603.27,593.06,592.2,584.47,583,573.09,572.05,561.57,561.23,545.78,545.17,536.47,535.83,528.97,528.03,519.38,518.39,480.61,480.37,470.85,470.39,460.7,459.85,450.05,483.93,536.21,440.41,470.39,467.4700002,512.10,434.54,568.09,456.38,470.65,524.32
27Aug2006,429.7,519.29,572.88,431,593.36,545.85,480.71,430.43,460.06,441.01,538.93,504.86,504.94,484.45,483.35,459.05,458.85,441.49,440.67,431.63,429.51,420.77,528.87,431.19,441.01,603.18,593.32,592.31,584.91,582.92,573.76,572.22,561.55,560.88,547.28,545.81,537.7,536.41,529.91,528.04,519.84,518.34,481.01,480.65,470.98,470.37,460.8,459.9,450.07,483.55,537.24,440.72,470.37,467.7200002,512.11,434.57,569.89,456.50,470.66,524.30
28Aug2006,429.63,519.44,572.79,431.22,593.37,545.71,480.3,430.5,460.4,441.2,538.8,504.79,504.85,486.28,483.44,459.39,458.93,441.57,440.68,431.98,429.38,421.1,529.14,431.41,441.74,603.11,593.37,592.22,585.18,582.91,573.71,572.16,561.81,561.24,547.41,545.67,537.73,536.22,530.52,527.8,520.22,518.31,481.14,479.99,472.46,470.7,462.15,460.05,451.32,484.01,537.18,440.72,470.78,468.0700001,512.15,434.63,569.88,456.70,470.70,524.74
29Aug2006,429.81,519.55,572.84,431.57,593.49,545.61,478.59,430.77,459.85,441.53,538.98,505.45,504.85,486.98,483.33,460.32,458.99,443.99,440.83,432.47,429.46,421.42,529.37,431.77,442.82,603.16,593.51,592.17,585.41,583.02,573.89,572.08,561.64,560.88,547.66,545.53,537.84,535.96,530.86,527.73,520.49,518.26,480.13,478.09,472.15,469.67,462.02,459.49,451.58,485.27,537.17,440.98,469.69,468.23,512.32,434.60,569.43,456.55,470.72,524.87
30Aug2006,429.99,519.4,572.84,432.53,593.51,545.34,479.09,431.36,459.52,441.84,538.86,505.62,505.03,486.34,483.38,459.98,459.04,443.38,440.88,433.76,429.55,421.79,529.39,432.87,443.16,603.32,593.54,592.2,585.43,582.99,573.86,572.09,561.81,561.1,547.48,545.25,537.65,535.71,530.84,527.93,520.32,518.07,480.33,478.73,472.09,470.09,461.26,459.27,450.93,485.55,536.95,441.05,470.08,468.1199998,512.58,434.59,569.22,456.72,470.72,524.79
31Aug2006,429.87,519.28,572.84,433.04,593.32,545.39,479.12,431.78,459.69,441.62,538.83,505.38,505.02,485.76,483.5,459.8,459.06,442.89,440.83,434.47,429.6,422.45,529.26,433.52,442.9,603.32,593.29,592.18,585.17,582.97,573.85,572.2,561.77,561.21,547.37,545.32,537.66,535.84,530.65,527.93,520.13,518.16,480.13,478.84,471.95,470.18,461.26,459.42,450.92,485.11,536.98,441.08,470.17,467.9999999,512.78,434.56,569.20,457.54,470.87,524.67
01Sep2006,429.83,519.34,572.25,433.1,592.72,545.47,479.44,431.81,459.66,441.43,538.73,505.35,505.09,484.82,483.39,459.64,459.02,442.65,440.78,434.55,429.28,423.19,528.88,433.63,442.34,603.42,592.61,592.03,584.28,583.15,572.91,571.89,561.32,560.91,546.72,545.44,537.07,535.78,529.96,527.92,520.01,518.38,480.14,479.23,471.48,469.82,460.99,459.43,450.74,484.8,536.57,440.95,469.87,467.92,512.88,434.56,569.44,457.42,471.50,524.55
02Sep2006,429.77,519,572.11,433.08,592.56,545.35,479.99,431.76,459.61,441.37,538.88,505.09,505.01,484.93,483.48,459.29,458.95,442.21,440.63,434.48,429.18,423.28,528.75,433.62,441.89,603.47,592.46,591.97,584.09,583.22,572.77,571.74,561.45,561.1,546.43,545.33,536.91,535.83,529.66,528.02,519.61,518.18,480.49,479.89,471.49,470.14,460.8,459.39,450.49,484.4,536.49,440.8,470.16,467.7699999,512.87,434.57,568.98,456.82,471.35,524.46
03Sep2006,429.8,519.11,572.24,432.87,592.5,545.18,479.98,431.65,459.76,441.29,538.77,504.78,504.78,485.01,483.47,459.43,458.97,442.4,440.35,434.36,429.3,422.97,528.62,433.46,441.94,603.36,592.4,591.88,583.98,583.08,572.86,571.91,561.58,561.27,546.14,545.16,536.72,535.68,529.47,527.91,519.66,518.34,480.3,479.88,471.18,470.11,460.75,459.59,450.33,484.36,536.31,440.56,470.15,467.7400002,512.84,434.57,568.81,456.71,471.12,524.41
04Sep2006,429.69,519.06,572.28,432.56,592.52,545.21,480.37,431.38,459.78,441.12,538.78,504.61,504.63,486.39,483.45,459.32,458.95,442.24,440.46,433.93,429.26,422.88,528.52,433.06,441.87,603.39,592.41,591.99,583.82,583.08,572.82,572.04,561.38,561.12,545.91,545.19,536.46,535.58,529.16,527.97,519.48,518.36,480.66,480.28,471.06,470.19,460.61,459.64,450.14,484.36,536.08,440.56,470.19,468.0900001,512.80,434.61,568.40,456.76,471.05,524.63
05Sep2006,429.81,518.95,572.37,432.34,592.76,545.21,480.06,431.29,459.82,441.31,538.98,505.21,504.8,485.96,483.45,459.8,458.93,443.09,440.36,433.7,429.29,422.52,528.54,432.88,442.41,603.43,592.62,592.21,583.8,583.07,572.91,572.12,561.45,561.17,545.85,545.19,536.51,535.69,529.12,528.02,519.36,518.33,480.34,480.01,471.05,470.29,460.64,459.7,450.2,485.2,536.17,440.52,470.3,468.7499999,512.76,434.58,,456.60,470.92,525.46
06Sep2006,429.8,518.94,572.47,432.1,592.88,545.24,480.08,431.14,459.77,441.25,539.26,505.28,504.92,485.22,483.57,459.53,459.01,442.53,440.47,433.31,429.48,422.27,528.54,432.6,442.67,603.47,592.76,592.28,584.01,583.09,573.07,572.15,561.43,561.09,546.19,545.22,536.68,535.74,529.15,528.04,519.36,518.32,480.26,480.05,470.82,470.05,460.55,459.64,450.14,485.01,536.31,440.58,470.06,468.48,512.70,434.57,569.70,456.48,470.84,525.39
07Sep2006,429.56,519.11,572.69,431.8,593.06,545.57,479.99,430.8,459.74,441.39,538.8,505.13,504.98,484.73,483.54,459.36,458.96,442.39,440.74,432.83,429.29,422.11,528.68,432.18,442.22,603.34,592.96,592.29,584.29,583.02,573.38,572.27,561.33,560.86,546.86,545.56,537.16,536.04,529.42,528.09,519.54,518.37,480.28,479.9,470.74,470.01,460.56,459.6,450.19,484.52,536.73,440.8,470.05,468.1599998,512.59,434.56,569.33,456.74,470.79,525.05
08Sep2006,429.57,519.24,572.69,431.71,593.06,545.46,480.41,430.74,459.93,441.36,538.93,505.28,504.9,484.68,483.51,459.23,458.94,442.23,440.77,432.85,429.13,422.06,528.83,432.14,441.96,603.26,592.97,592.32,584.27,582.93,573.35,572.27,561.48,561.07,546.67,545.43,537.18,536.03,529.77,528.04,519.8,518.41,480.69,480.32,471.35,470.36,460.86,459.76,450.27,484.25,536.75,440.85,470.38,467.94,512.46,434.58,569.37,456.55,470.79,524.82
09Sep2006,429.75,519.26,572.42,431.79,592.75,545.37,480.54,430.87,459.99,441.26,538.97,504.91,504.85,484.65,483.41,459.3,458.96,442.1,440.72,432.83,429.37,421.64,528.77,432.13,441.77,603.28,592.63,592.17,584.02,583.05,573.01,572.1,561.47,561.2,546.33,545.34,537.09,535.91,529.71,528.01,519.83,518.54,480.75,480.42,471.46,470.42,461.01,459.78,450.42,484.16,536.64,440.86,470.45,467.8600001,512.38,434.59,568.58,456.33,470.77,524.68
10Sep2006,429.87,519.08,572.17,432.13,592.57,545.18,480.43,431.12,459.86,441.13,538.86,504.83,504.66,485.85,483.47,459.2,458.93,441.98,440.77,433.27,429.37,421.57,528.62,432.49,441.57,603.35,592.45,592.06,583.78,583.04,572.72,571.92,561.21,560.97,545.9,545.15,536.8,535.83,529.41,527.97,519.62,518.43,480.67,480.3,471.33,470.21,460.95,459.67,450.38,484.11,536.39,440.87,470.24,467.7600002,512.29,434.60,568.48,456.21,470.73,524.95
11Sep2006,429.66,519.02,572.09,432.21,592.61,544.8,480.31,431.18,459.78,441.28,538.73,505.32,504.86,485.59,483.44,459.36,458.98,441.93,440.71,433.32,429.25,422.48,528.56,432.61,442.2,603.42,592.48,592.04,583.83,583.03,572.65,571.84,561.41,561.19,545.62,544.77,536.64,535.77,529.23,527.93,519.48,518.35,480.57,480.23,471.14,470.1,460.75,459.59,450.36,484.63,536.32,440.9,470.15,468.1599998,512.35,434.62,568.50,456.20,472.48,525.62
12Sep2006,429.8,518.97,572.36,432.73,593.22,545.39,480.32,431.61,459.66,441.67,539.16,505.32,504.96,488.38,483.34,459.69,458.96,443.86,440.72,433.59,429.51,423.01,528.67,432.78,443,603.13,593.17,592.02,585.45,583.09,573.24,571.85,561.39,560.93,546.61,545.37,536.98,535.92,529.39,528.08,519.43,518.42,480.44,480.33,470.63,469.95,460.42,459.57,450.08,484.74,536.53,440.84,469.99,469.17,512.54,434.59,568.97,456.19,472.74,527.42
13Sep2006,429.58,519.42,573.05,433.18,592.94,545.69,480.85,431.79,459.92,442.27,539.05,506.51,505.02,492.58,483.6,460.76,459.03,445.13,440.83,434.41,429.27,423.3,529.21,433.49,445.26,603.24,592.89,591.93,585.03,583.11,574.04,572.32,561.81,561.1,547.51,545.53,537.71,536.24,530.28,528.04,520.14,518.46,481.11,480.78,471.13,470.21,460.82,459.78,450.26,486.99,537.17,441.02,470.26,469.0199999,513.14,434.59,568.81,456.48,471.78,528.30
14Sep2006,429.8,519.65,572.75,434.18,592.9,545.33,480.54,432.39,460.12,443.47,538.84,506.14,504.57,489.8,483.2,463.54,458.89,450.43,440.98,435.61,429.02,423.27,529.27,434.51,448.25,603.26,592.83,592.06,584.57,582.98,573.67,572.12,561.54,560.92,547.12,545.2,537.78,536.18,530.7,527.78,520.51,518.46,481.27,480.28,472.26,470.5,461.75,459.79,451.19,490.78,537.25,441.3,470.58,468.7600002,513.90,435.24,568.97,456.48,471.70,528.66
15Sep2006,430.24,519.1,572.44,436.99,592.77,545.35,480.31,434.69,460.15,443.82,538.54,505.48,504.85,488.13,483.26,461.91,458.9,448.9,439.76,439.76,429.21,424.86,528.78,437.75,447.43,603.29,592.66,592.05,584.17,582.9,573.16,571.99,561.65,561.18,546.65,545.29,537.04,535.87,529.7,527.82,519.71,518.17,481.04,479.95,472.44,470.39,461.92,459.82,451.23,488.29,536.6,441.07,470.52,469.3299999,513.75,435.35,569.22,456.29,471.60,526.83
16Sep2006,429.7,519.09,572.35,437.44,592.75,545.49,479.82,435.15,460.02,443.49,538.72,505.55,505.04,486.93,483.48,460.58,458.92,446.7,440.1,440.1,429.24,426.03,528.71,438.3,446.03,603.16,592.67,591.97,584.17,582.78,573.09,571.91,561.35,560.92,546.64,545.44,537.15,535.93,529.77,527.72,519.73,518.11,480.45,479.54,472.07,470.12,461.7,459.68,451.14,486.71,536.72,441.22,470.15,469.3099999,513.47,435.21,569.98,456.15,471.39,526.17
17Sep2006,429.36,519.27,572.3,437.48,592.57,545.33,479.88,435.2,459.75,443.34,538.82,505.47,505.01,486.12,483.55,460.04,458.93,445.6,439.98,439.98,426.87,426.87,528.98,438.33,445.2,603.02,592.48,591.98,583.88,582.77,572.93,571.89,561.39,561.03,546.45,545.23,537.15,536.02,529.98,527.98,519.88,518.3,480.43,479.68,471.89,469.77,461.3,459.51,451.03,485.72,536.71,441.02,469.84,469.2499999,513.16,435.03,569.94,456.09,471.23,525.75
18Sep2006,429.25,519.39,572.36,437.34,592.7,545.33,480.07,435.11,459.9,442.75,538.73,504.8,504.63,486.16,483.35,459.96,458.9,445.46,439.86,439.86,426.61,426.61,528.76,438.25,444.44,603.28,592.62,592.03,584,582.82,572.97,571.98,561.48,561.08,546.39,545.27,536.86,535.71,529.77,527.74,520.01,518.37,480.79,479.84,471.94,469.86,461.44,459.61,450.86,485.16,536.41,440.83,469.9,469.2200002,512.96,434.87,570.11,456.04,471.11,525.48
19Sep2006,429.09,519.29,572.44,437.08,592.76,545.31,479.88,434.91,459.71,442.17,538.71,505.46,505.2,485.95,483.34,459.55,458.94,443.84,439.44,439.44,426.44,426.44,528.63,437.97,443.27,603.38,592.68,592.03,584.29,583.01,573.05,572.09,561.54,561.13,546.52,545.22,536.91,535.82,529.63,527.68,519.86,518.24,480.47,479.84,471.86,470.08,461.17,459.46,450.83,484.86,536.46,440.39,470.1,469.0100002,512.83,434.76,570.02,456.04,471.00,525.28
20Sep2006,428.94,519.24,572.74,436.73,592.92,545.49,479.92,434.66,459.59,441.5,539.08,505.23,505.01,484.96,483.45,459.56,459.01,443.36,438.97,438.97,426.33,426.33,528.98,437.57,442.82,603.23,592.83,592.09,584.4,582.91,573.53,572.23,561.64,561.07,547.04,545.41,537.3,535.95,529.99,527.97,519.87,518.28,480.41,479.76,471.5,469.98,460.87,459.35,450.6,485.05,536.8,439.91,469.99,468.42,512.77,434.68,569.98,456.03,470.91,525.12
21Sep2006,430.19,519.42,572.6,436.23,593.04,545.45,480.38,434.28,459.59,441.02,538.99,504.79,504.8,484.95,483.29,459.37,458.9,443.09,438.43,438.43,426.21,426.21,529.22,437.12,442.03,603.15,592.94,592.12,584.43,582.9,573.33,572.14,561.47,561.02,546.83,545.41,537.54,536.17,530.27,528.09,520.08,518.37,480.77,480.1,471.77,470.27,460.98,459.33,450.68,484.29,537.03,439.31,470.29,468.4299998,512.65,434.62,569.82,456.06,470.85,525.02
22Sep2006,429.95,519.54,572.27,433.22,592.78,545.11,480.71,432.48,459.99,440.88,538.68,504.93,504.88,484.88,483.47,459.39,458.96,442.27,439.63,434.54,429.3,424.57,529.08,434.16,441.97,603.16,592.67,592.04,584.03,582.82,572.85,571.96,561.3,561.03,546.21,545.08,537.43,536.14,530.29,527.96,520.22,518.34,481.35,480.36,472.36,470.51,461.69,459.62,451.24,484.45,536.95,439.67,470.52,468.3600001,512.53,434.59,569.74,456.08,470.82,524.97
23Sep2006,429.81,519.11,572.28,431.76,592.75,544.88,480.06,431.1,460.02,440.96,539.05,504.77,504.67,485.06,483.4,459.3,458.92,442.25,440.36,432.54,429.49,422.7,528.77,432.14,441.66,603.41,592.64,592.16,583.91,583.06,572.8,572,561.52,561.27,545.78,544.86,536.91,535.97,529.53,528.02,519.65,518.29,480.57,479.91,472.05,470.36,461.63,459.71,451.17,484.26,536.55,440.36,470.43,468.8699998,512.50,434.58,569.70,456.08,470.79,524.93
24Sep2006,429.49,519,572.37,431.2,592.75,545,480.07,430.66,459.74,441.48,539.03,505.11,504.82,486.52,483.35,459.59,458.99,442.74,440.55,432.03,429.16,421.92,528.74,431.65,442.08,603.49,592.62,592.29,583.9,583.11,572.96,572.08,561.53,561.22,546.01,544.95,536.87,535.97,529.47,528.09,519.51,518.28,480.37,480.03,471.3,469.92,460.93,459.55,450.61,484.4,536.46,440.7,469.93,469.0199999,512.51,434.54,569.70,456.05,470.76,524.90
25Sep2006,429.75,519.18,572.5,431.81,592.86,545.31,479.96,430.91,459.55,441.73,539.16,505.15,504.76,486.25,483.58,459.82,458.98,443.33,440.61,432.72,429.39,421.28,528.99,432.09,442.96,603.33,592.76,592.2,584.15,583.05,573.16,572.12,561.41,561,546.42,545.26,537.14,536.08,529.77,528.08,519.78,518.32,480.26,479.85,471.2,469.93,460.67,459.35,450.36,485.28,536.73,440.7,469.94,468.5700001,512.59,434.52,569.65,456.17,470.74,524.88
26Sep2006,429.77,519.3,572.51,432.41,592.94,545.36,480.41,431.27,459.75,441.57,539.03,505.4,505.04,485.03,483.54,459.57,458.88,443.21,440.73,433.41,429.43,421.85,528.88,432.48,442.59,603.5,592.84,592.16,584.29,582.97,573.23,572.09,561.6,561.21,546.65,545.3,537.26,536.1,529.91,527.97,519.91,518.28,480.83,480.24,471.61,470.11,461.04,459.52,450.6,485.11,536.82,440.92,470.12,468.3200001,512.60,434.52,569.56,456.11,470.72,524.83
27Sep2006,429.91,519.26,572.51,432.88,593.14,545.4,480.5,431.67,459.94,441.5,538.8,505.16,504.98,485.22,483.48,459.32,458.92,442.84,440.46,434.1,429.4,422.38,528.91,433.34,442.29,603.57,593.04,592.34,584.46,582.95,573.28,572.01,561.65,561.22,546.76,545.3,537.29,536.14,529.88,527.93,519.91,518.28,480.89,480.36,471.95,470.39,461.33,459.68,450.88,484.42,536.84,440.62,470.42,468.2400002,512.56,434.51,569.48,456.04,470.71,524.80
28Sep2006,429.78,519.22,572.51,433.06,593.29,545.45,480.25,431.82,459.9,441.33,539.08,504.81,504.62,484.72,483.43,459.54,458.97,442.51,440.65,434.32,429.35,422.6,528.82,433.52,442.08,603.53,593.18,592.47,584.48,583.1,573.22,572.07,561.53,561.11,546.69,545.39,537.31,536.17,529.82,527.86,519.86,518.36,480.6,480.1,471.86,470.27,461.35,459.65,450.83,484.51,536.87,440.74,470.32,468.1399998,512.49,434.49,569.17,455.98,470.69,524.78
29Sep2006,429.68,519.23,572.47,432.82,593.05,545.36,479.96,431.66,459.73,441.13,538.9,505.26,505.15,484.46,483.45,459.24,458.94,441.99,440.41,434.21,429.26,422.69,528.83,433.44,441.69,603.27,592.97,592.23,584.65,583.13,573.24,572.04,561.62,561.16,546.68,545.29,537.33,536.13,529.84,527.75,519.89,518.3,480.4,479.77,471.73,469.96,461.23,459.45,450.93,484.2,536.87,440.54,469.95,468.0300002,512.42,434.49,569.32,455.97,470.67,524.74
30Sep2006,429.72,519.17,572.36,431.99,592.76,545.25,479.77,431.03,459.64,441.1,538.89,505.15,504.93,484.72,483.42,459.16,458.93,441.92,440.47,432.98,429.08,422.53,528.96,432.39,441.53,603.22,592.64,592.04,584.32,583.21,573.07,571.98,561.48,561.06,546.5,545.16,537.28,536.12,529.88,527.98,519.78,518.23,480.24,479.57,471.59,469.95,461.05,459.4,450.72,484.11,536.85,440.59,469.98,467.94,512.36,434.49,569.11,455.94,470.67,524.71
01Oct2006,429.88,519.18,572.26,431.91,592.77,545.27,479.69,431.08,459.62,441.04,538.75,504.8,504.68,484.28,483.45,459.34,458.95,441.99,440.56,432.85,429.53,421.79,528.91,432.27,441.62,603.15,592.64,592.07,584.2,583.18,572.95,571.86,561.41,561.05,546.4,545.22,537.06,535.94,529.79,528.07,519.74,518.37,480.08,479.52,471.21,469.72,460.85,459.4,450.55,484.22,536.61,440.6,469.73,467.73,512.33,434.49,569.11,455.91,470.65,524.67
02Oct2006,429.44,519.36,572.16,431.77,592.77,545.25,479.58,430.92,459.62,441.04,538.72,504.96,504.91,489.76,483.49,459.13,458.91,441.61,440.29,432.67,429.54,421.76,529.01,432.19,441.49,603.03,592.66,592.04,584.21,583.06,572.88,571.66,561.33,560.91,546.44,545.18,537.04,535.91,529.87,528.07,519.92,518.41,480.11,479.43,471.14,469.89,460.71,459.42,450.35,483.99,536.62,440.29,469.88,467.8400001,512.30,434.49,568.88,455.89,470.64,524.63
03Oct2006,429.49,519.18,572.12,431,592.65,545.12,480.11,430.32,459.69,441.46,538.88,508.01,504.85,490.54,483.35,460.44,458.89,443.56,440.58,431.75,429.04,421.9,528.82,431.32,443.84,603.08,592.54,592.07,584.03,583.16,572.7,571.8,561.41,561.09,546.07,545.07,536.92,535.97,529.53,528.04,519.7,518.4,480.42,479.95,471.3,470.05,460.77,459.48,450.33,487.27,536.54,440.59,470.08,468.92,512.56,434.50,568.80,455.85,470.64,525.03
04Oct2006,429.78,519.13,572.23,432.06,592.61,545.18,480.03,430.9,459.73,442.7,538.85,506.55,504.73,488.54,483.24,462.08,459.02,447.47,440.73,432.65,429.34,421.07,528.66,431.99,446.44,603.06,592.5,592.07,584.03,583.21,572.84,571.91,561.37,561.02,546.09,545.11,536.77,535.85,529.34,527.82,519.66,518.26,480.34,479.92,471.32,470.1,460.8,459.52,450.33,488.6,536.4,440.77,470.18,469.69,513.06,434.50,568.86,455.82,470.62,525.13
05Oct2006,429.92,518.96,572.37,433.98,592.75,545.38,480.06,432.36,459.65,442.94,538.85,506.11,505.02,487.29,483.47,460.89,458.96,446.52,441.39,435.53,429.18,422.51,528.53,434.42,445.33,603.04,592.64,592.09,584.1,583.1,572.97,572.04,561.22,560.89,546.3,545.34,536.83,535.9,529.3,527.76,519.47,518.4,480.3,480.02,471.03,470.07,460.56,459.48,450.24,486.95,536.5,441.69,470.08,469.2200002,513.13,434.48,568.90,455.80,470.59,525.20
06Oct2006,429.96,518.92,572.43,434.73,592.79,545.37,480.19,433.06,459.68,443.02,538.92,505.73,505.04,486.07,483.28,460.38,458.97,445.83,441.59,436.4,429.42,423.38,528.62,435.33,444.81,603.14,592.67,592.08,584.11,583.02,573.05,572.07,561.41,561.09,546.36,545.34,536.92,535.94,529.34,527.8,519.47,518.19,480.46,480.07,471.05,469.85,460.7,459.45,450.4,485.96,536.55,441.96,469.87,469.4500002,513.15,434.45,568.70,455.79,470.58,525.30
07Oct2006,429.97,518.88,572.49,435.02,592.86,545.38,479.98,433.25,459.63,442.98,538.89,505.51,505.02,486.14,483.36,459.79,459,444.93,441.61,436.73,429.17,424.14,528.7,435.68,444.33,603.16,592.72,592.05,584.11,582.94,573.12,572.11,561.54,561.21,546.34,545.35,536.99,536,529.47,527.94,519.41,518.1,480.24,479.88,471.08,469.95,460.65,459.43,450.42,485.14,536.62,441.94,469.97,469.2699999,513.10,434.44,569.45,455.78,470.64,525.20
08Oct2006,430.04,518.9,572.52,435.05,592.8,545.53,479.89,433.34,459.56,442.73,538.73,504.9,504.82,485.63,483.5,459.66,458.85,444.67,441.46,436.73,429.29,424.17,528.77,435.71,443.84,603.19,592.69,592.11,583.96,582.93,573.04,572.11,561.39,561.07,546.35,545.52,536.99,536.05,529.55,528,519.45,518.1,480.22,479.77,471,469.95,460.55,459.36,450.24,485.11,536.61,441.83,469.97,468.9700002,513.00,434.45,569.40,455.77,470.69,525.09
09Oct2006,430.06,518.94,572.46,435.04,592.63,545.6,479.77,433.37,459.5,442.42,538.72,504.74,504.62,485.45,483.48,459.67,459.11,443.94,441.41,436.65,429.29,424.17,528.8,435.69,443.64,603.51,592.52,592.12,583.74,583.06,572.85,572.06,561.31,561.02,546.4,545.59,537.05,536.16,529.43,528.11,519.43,518.2,480.14,479.68,470.86,469.86,460.42,459.32,450.17,484.74,536.71,441.73,469.92,468.8099999,512.92,434.45,569.44,455.77,470.68,525.00
10Oct2006,430.01,518.95,572.25,434.96,592.65,545.46,479.78,433.32,459.41,442.03,538.72,505.12,504.96,485.58,483.36,459.52,458.93,443.58,441.36,436.55,429.35,424.22,528.84,435.66,442.93,603.57,592.51,592.12,583.77,583.09,572.76,572.05,561.35,561.14,546.16,545.42,537.03,536.18,529.46,528.19,519.45,518.41,479.95,479.76,470.76,469.93,460.25,459.26,450.08,484.62,536.68,441.61,469.95,468.7400002,512.84,434.44,569.63,455.76,470.69,524.93
11Oct2006,429.91,519.2,572.06,434.73,592.79,545.53,480.18,433.13,459.55,441.94,538.9,504.83,504.65,485.27,483.48,459.58,458.93,443.69,440.98,436.25,429.23,424.2,529.05,435.38,442.9,603.58,592.68,592.18,583.92,583.05,572.7,571.69,561.32,560.94,546.55,545.47,537.02,536.02,529.54,528.07,519.72,518.33,480.42,480.1,471.09,470.28,460.44,459.4,450.27,484.7,536.65,441.16,470.29,468.7499999,512.81,434.51,569.35,455.83,470.76,524.97
12Oct2006,429.98,519.27,572.32,434.44,592.81,545.3,480.28,432.93,459.51,441.68,538.76,505.35,505.11,485.71,483.42,459.53,458.98,443.06,440.59,435.93,429.3,423.89,528.84,435.12,442.63,603.52,592.7,592.17,584.05,583.03,572.98,571.96,561.6,561.2,546.33,545.16,536.88,535.84,529.51,528.01,519.8,518.26,480.6,480.21,471.33,470.39,460.51,459.33,450.3,484.58,536.51,440.81,470.37,468.8400001,512.80,434.52,569.34,455.83,470.77,525.04
13Oct2006,429.85,519.25,572.42,434.22,592.79,545.35,480.27,432.65,459.51,441.64,539.26,504.99,504.67,484.61,483.34,459.76,459.02,443.54,440.36,435.62,429.32,423.74,528.84,434.84,442.79,603.49,592.68,592.15,584.09,582.94,573.16,571.92,561.42,560.9,546.59,545.26,536.77,535.67,529.46,527.89,519.78,518.26,480.56,480.18,471.2,470.23,460.55,459.33,450.33,484.79,536.34,440.61,470.22,468.6300001,512.74,434.49,569.66,455.89,470.71,525.10
14Oct2006,429.82,519.13,572.42,433.88,592.71,545.47,479.95,432.48,459.47,441.48,539.09,504.76,504.74,484.59,483.33,459.38,458.97,442.91,440.48,435.24,429.26,423.45,528.85,434.47,442.05,603.42,592.58,592.11,583.97,583.1,573.07,572.09,561.38,561.03,546.48,545.43,536.78,535.79,529.34,527.97,519.6,518.39,480.16,479.79,471.07,469.98,460.49,459.28,450.32,484.11,536.38,440.5,470,468.42,512.68,434.50,569.35,455.85,470.66,525.09
15Oct2006,429.77,519.07,572.43,433.66,592.67,545.42,479.82,432.34,459.37,441.07,538.55,504.78,504.83,484.52,483.39,459.31,458.94,442.1,440.38,435.14,429.28,423.29,528.87,434.33,441.71,603.4,592.53,592.06,583.9,583.08,573.04,572.14,561.33,561.02,546.34,545.41,537.01,536.09,529.4,527.99,519.56,518.41,479.92,479.77,470.92,469.88,460.39,459.18,450.2,484.16,536.66,440.4,469.93,468.3499998,512.61,434.50,569.42,455.83,470.65,525.06
16Oct2006,429.7,518.94,572.28,432.96,592.71,545.46,480.56,431.9,459.37,440.91,538.94,504.8,504.73,486.13,483.4,459.2,458.95,441.92,440.37,434.28,429.21,423.2,528.94,433.65,441.58,603.42,592.55,592.06,583.97,583.18,572.84,572.04,561.18,560.91,546.21,545.44,536.88,535.99,529.38,528.03,519.46,518.24,480.87,480.47,470.97,470.01,460.37,459.17,450.32,484.11,536.54,440.25,470.02,468.3499998,512.57,434.53,569.41,455.85,470.71,525.02
17Oct2006,429.62,519.21,572.54,431.8,592.74,545.45,480.08,430.96,459.66,441.23,538.74,505.82,504.94,489.15,483.45,459.71,459.03,442.6,440.76,432.7,429.21,422.47,528.76,432.22,442.45,603.5,592.59,592.18,584.04,583.31,573.09,572.29,561.51,561.21,546.3,545.43,536.95,536.07,529.33,527.98,519.64,518.46,480.36,480.01,471.18,470.27,460.52,459.51,450.21,485.09,536.58,440.56,470.31,468.73,513.14,434.60,569.63,455.92,470.88,525.90
18Oct2006,429.62,519.29,572.54,431.78,592.77,545.49,480.6,430.74,459.74,441.79,538.99,505.45,504.91,489.6,483.51,460.78,459,444.64,440.7,432.55,429.13,421.85,528.97,431.91,444.93,603.43,592.61,592.17,584.1,583.14,573.11,572.23,561.51,561.11,546.61,545.45,537.08,535.97,529.66,527.95,519.85,518.39,481.07,480.47,471.09,470.05,460.76,459.55,450.38,487.27,536.66,440.87,470.07,469.2899999,514.51,434.62,569.63,456.24,470.93,528.08
